,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
741,15690,85,2.0,57.259747812763564,36.17866639472689,9.0,6.0,16.0,1976,0.037177818,52,11217,1,2300.0,1,7,0,1,0,1,0,1
742,4748,8,2.0,46.98982040423668,32.84982526167725,5.0,9.0,9.0,1971,0.458174486,26,4439,1,1130.0,1,5,0,1,1,0,0,1
743,6864,21,3.0,67.44783368805003,39.24323481808256,8.0,5.0,9.0,1973,0.194489265,47,8004,3,125.0,3,5,0,1,0,1,0,1
744,7397,2,1.0,32.974406417886726,18.00271997728829,5.0,4.0,5.0,1968,0.309479124,35,7715,4,990.0,0,6,0,1,0,1,0,1
745,9982,0,3.0,89.63658260945087,49.96588726876346,10.0,1.0,17.0,2009,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1
746,7402,6,1.0,43.03073780224288,,9.0,17.0,17.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
747,4257,163,2.0,50.25207473427877,29.991990867244,10.0,9.0,12.0,1975,0.007658515,35,7077,56,2301.0,3,19,0,1,0,1,0,1
748,5774,25,1.0,45.36663300572521,20.859481143793193,8.0,7.0,14.0,1994,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
749,9146,89,3.0,64.76099760976854,42.18717901527865,7.0,8.0,15.0,1977,0.014423114,19,3806,4,,0,3,0,1,0,1,0,1
750,2572,11,2.0,56.827857946548214,35.08678719838041,10.0,8.0,12.0,1980,0.225824954,41,6558,7,1548.0,3,2,1,0,0,1,0,1
751,11989,62,3.0,104.44630608142543,1.4510666738913494,1.0,12.0,15.0,2015,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
752,9640,58,1.0,54.198661196424474,49.52728212633102,1.0,9.0,9.0,1977,0.43788524,23,5735,3,1084.0,0,5,0,1,0,1,0,1
753,3510,23,1.0,41.160669243043756,,1.0,1.0,1.0,1977,0.014072961,2,475,0,,0,0,0,1,0,1,0,1
754,194,23,1.0,40.089322013825885,,15.0,17.0,17.0,2019,0.034656082000000005,0,168,0,,0,0,0,1,0,1,0,1
755,9927,99,1.0,36.37621741727596,25.433332325491534,7.0,7.0,12.0,1974,0.033493708,66,10573,1,1322.0,3,8,0,1,0,1,0,1
756,83,22,2.0,60.80775300986804,34.45757297419214,7.0,5.0,5.0,1958,0.118537385,30,6207,1,1183.0,1,0,0,1,0,1,0,1
757,4300,70,3.0,65.84121068234185,40.87159680434682,8.0,5.0,14.0,1996,0.002211665,39,7614,3,,1,5,0,1,0,1,1,0
758,14846,25,2.0,69.57372029152864,43.50156925076256,10.0,18.0,24.0,2018,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
759,11767,130,2.0,49.311797802813274,30.364022780470822,7.0,11.0,13.0,1971,0.341071945,27,5664,48,2300.0,3,11,0,1,0,1,0,1
760,6993,23,2.0,62.16212366811661,60.95697634959871,0.0,7.0,25.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
761,12656,63,2.0,48.41988890729608,43.40676761523221,1.0,5.0,5.0,1966,0.23861713,26,3889,6,705.0,3,6,0,1,0,1,0,1
762,8358,49,1.0,42.40636359732615,19.982659483538068,8.0,15.0,17.0,2009,0.020741326,24,5613,5,1340.0,2,5,0,1,0,1,0,1
763,13520,47,1.0,36.95082073991335,21.276792485719312,5.0,9.0,9.0,1978,0.101872465,23,4583,3,,3,3,0,1,0,1,0,1
764,7816,94,3.0,61.61311357587522,38.034938558791374,8.0,4.0,14.0,1993,0.521867054,25,6149,0,,0,0,0,1,0,1,0,1
765,7060,27,1.0,38.65104258102571,5.822657163956075,1.0,7.0,17.0,1977,0.011654127,4,915,0,,0,0,0,1,0,1,0,1
766,12339,23,1.0,47.48558464875349,,0.0,3.0,3.0,1977,0.034656082000000005,0,168,0,,0,0,0,1,0,1,0,1
767,6007,46,1.0,35.85673981614194,23.45885324829597,5.0,2.0,9.0,1966,0.188783766,31,6137,4,,0,1,0,1,0,1,0,1
768,1310,34,1.0,42.604861650437385,23.11310695954349,8.0,12.0,17.0,1994,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
769,5234,30,1.0,29.947690611033767,,1.0,11.0,22.0,2018,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1
770,13720,87,3.0,64.59055945169311,41.90645670881319,8.0,5.0,9.0,1977,0.100455735,43,7227,0,,1,6,0,1,0,1,1,0
771,13111,55,1.0,40.57075174829153,19.719604937771262,8.0,2.0,17.0,1992,0.041365446,31,5569,0,,1,4,0,1,0,1,0,1
772,12253,31,2.0,60.14094518166426,32.07373346672243,8.0,7.0,16.0,2008,0.151346216,32,5889,10,830.0,4,1,0,1,1,0,0,1
773,13123,88,2.0,51.057801467428504,32.97293291771481,5.0,9.0,9.0,1976,0.127375905,43,8429,3,,3,9,0,1,0,1,0,1
774,8094,6,3.0,79.86747667320513,75.08512538271577,1.0,3.0,17.0,2014,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
775,14816,18,3.0,67.94715140226394,42.5287828718086,8.0,7.0,14.0,1987,0.0,30,5562,0,,0,5,0,1,0,1,1,0
776,14647,8,2.0,47.60345526431847,31.005274228646932,6.0,3.0,9.0,1970,0.458174486,26,4439,1,1130.0,1,5,0,1,1,0,0,1
777,9117,29,2.0,42.827792773198375,31.815480218207888,5.0,4.0,5.0,1963,0.069660344,31,6119,4,,1,2,0,1,0,1,0,1
778,11215,9,2.0,66.13119249512549,,1.0,1.0,1.0,1977,0.161531741,25,5648,1,30.0,2,4,0,1,0,1,0,1
779,14910,1,1.0,39.659272164049895,,0.0,16.0,17.0,1977,0.007122317,1,264,0,,0,1,0,1,0,1,0,1
780,12850,6,2.0,65.3403746908068,,1.0,14.0,17.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
781,1587,18,1.0,40.939589837952,21.01790309819356,10.0,9.0,22.0,1987,0.0,30,5562,0,,0,5,0,1,0,1,1,0
782,13043,84,1.0,39.62377956415092,20.557162973375746,9.0,12.0,12.0,1970,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1
783,121,7,3.0,77.19754535969173,46.196061939351814,9.0,3.0,16.0,2015,0.130617806,39,10418,9,900.0,1,9,0,1,0,1,0,1
784,9081,27,1.0,35.00543997977733,35.00543997977733,1.0,14.0,17.0,2016,0.011654127,4,915,0,,0,0,0,1,0,1,0,1
785,3290,6,2.0,64.41658607199116,,1.0,1.0,1.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
786,14808,6,2.0,65.9866044696185,65.36229102151586,1.0,16.0,16.0,2014,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
787,16633,91,1.0,34.80768991998008,23.778698740641342,5.0,5.0,5.0,1964,0.000995363,42,7651,1,,1,5,0,1,0,1,0,1
788,1724,74,1.0,36.52326400090431,,1.0,3.0,17.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
789,10902,27,1.0,41.63755468326193,25.919574666212764,1.0,6.0,14.0,2009,0.211401214,9,1892,0,,0,1,0,1,0,1,0,1
790,6845,169,3.0,87.37112253569475,64.90520578982657,12.0,4.0,24.0,2020,0.17891679600000002,18,3594,4,192.0,1,5,0,1,0,1,0,1
791,9201,61,2.0,54.219653842129624,34.46204326010058,8.0,6.0,17.0,1996,0.300322518,52,10311,6,,1,9,0,1,0,1,0,1
792,7575,84,2.0,48.20787807544281,32.2068167045635,5.0,5.0,5.0,1964,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1
793,5189,47,1.0,42.22188941251804,19.839307449108734,8.0,8.0,19.0,2009,0.101872465,23,4583,3,,3,3,0,1,0,1,0,1
794,7314,30,2.0,64.22799243182216,30.139520031448818,1.0,6.0,12.0,2016,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1
795,8091,2,1.0,40.653211880526115,19.57421784029874,7.0,9.0,17.0,2008,0.309479124,35,7715,4,990.0,0,6,0,1,0,1,0,1
796,14608,79,2.0,44.42919119141922,27.27538078625289,5.0,8.0,9.0,1975,0.307466659,30,5048,9,325.0,2,5,0,1,1,0,0,1
797,15588,115,3.0,52.91503239498351,34.64569741734607,7.0,4.0,5.0,1960,0.341071945,27,5664,48,2300.0,3,11,0,1,0,1,0,1
798,3819,6,2.0,61.14390846282051,60.77162644559996,1.0,6.0,17.0,2017,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
799,9735,1,3.0,85.73091685442647,,1.0,20.0,20.0,1977,0.007122317,1,264,0,,0,1,0,1,0,1,0,1
800,6755,3,2.0,46.565247263912326,29.631152011995713,5.0,6.0,6.0,1971,0.050900058,43,10621,1,30.0,2,3,0,1,0,1,0,1
801,4078,26,2.0,40.387106382156404,26.89137415709494,5.0,10.0,12.0,1967,0.0,36,6714,2,2672.0,0,2,0,1,0,1,0,1
802,3256,74,2.0,72.53034590803834,,1.0,1.0,1.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
803,7136,7,2.0,46.902644105940816,31.592819052575173,5.0,5.0,9.0,1968,0.130617806,39,10418,9,900.0,1,9,0,1,0,1,0,1
804,207,27,1.0,41.33773335145703,21.67417124105269,10.0,15.0,17.0,2017,0.011654127,4,915,0,,0,0,0,1,0,1,0,1
805,15931,1,2.0,77.33027927597504,,0.0,0.0,0.0,1977,0.007122317,1,264,0,,0,1,0,1,0,1,0,1
806,8332,62,1.0,44.729573791909026,19.576604006070106,11.0,5.0,9.0,2016,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
807,236,86,1.0,37.75397218026257,21.04212620052924,9.0,11.0,12.0,1974,0.161975568,31,7010,5,4508.0,3,7,0,1,1,0,0,1
808,9288,1,2.0,65.22324588568385,,1.0,2.0,17.0,1977,0.007122317,1,264,0,,0,1,0,1,0,1,0,1
809,3165,47,3.0,81.98792014211506,48.938554970478684,10.0,5.0,16.0,1980,0.101872465,23,4583,3,,3,3,0,1,0,1,0,1
810,7528,30,1.0,42.327959964040254,40.853731828195464,1.0,4.0,4.0,2014,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1
811,13606,139,3.0,54.047265915752725,34.867466963142164,6.0,2.0,9.0,1969,0.122090347,29,6566,7,1894.0,4,0,0,1,0,1,0,1
812,9374,21,2.0,45.76936645616951,34.09830573032253,5.0,4.0,5.0,1963,0.034331497,25,5487,3,,0,4,0,1,0,1,0,1
813,5642,1,2.0,63.70476341302082,62.588179526959664,0.0,6.0,20.0,1977,0.007122317,1,264,0,,0,1,0,1,0,1,0,1
814,4557,27,2.0,61.106330451748455,57.794541817013425,7.0,11.0,17.0,1977,0.211401214,9,1892,0,,0,1,0,1,0,1,0,1
815,14148,52,3.0,80.87626456404097,54.26771133012097,10.0,6.0,17.0,2009,0.371148999,34,7065,1,750.0,2,5,0,1,0,1,0,1
816,9681,143,2.0,42.404958124936044,32.709577648755555,5.0,3.0,9.0,1969,0.049863387,18,3746,9,75.0,3,1,0,1,0,1,0,1
817,6278,73,2.0,43.70690176403322,25.58867386123815,6.0,9.0,12.0,1964,0.042031587,37,6856,84,1940.0,2,5,0,1,0,1,0,1
818,5899,30,2.0,58.46078811148518,,1.0,17.0,17.0,2017,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1
819,3076,27,1.0,41.02403084281981,18.786663584890867,7.0,13.0,16.0,2014,0.211401214,9,1892,0,,0,1,0,1,0,1,0,1
820,11085,11,2.0,49.42942699195747,28.817945633341154,5.0,4.0,12.0,1970,0.038692987000000005,28,6533,1,1015.0,2,5,0,1,0,1,0,1
821,8657,201,2.0,41.568425137758325,28.916641187213287,5.0,8.0,9.0,1969,0.081943463,20,2738,20,,1,4,0,1,0,1,0,1
822,16121,78,2.0,58.975994059936035,29.52878394415852,8.0,17.0,25.0,2012,0.092290642,21,4346,2,165.0,1,2,0,1,0,1,0,1
823,1498,45,3.0,83.51510281324485,,0.0,0.0,0.0,1977,0.195781053,23,5212,6,,3,2,0,1,0,1,0,1
824,12956,46,1.0,34.81773152982287,23.848500779807814,5.0,2.0,9.0,1969,0.188783766,31,6137,4,,0,1,0,1,0,1,0,1
825,5576,121,1.0,37.21046684363806,20.178143061521894,7.0,5.0,5.0,1959,0.049863387,18,3746,9,75.0,3,1,0,1,0,1,0,1
826,16245,28,3.0,72.1569249799474,46.92894525163812,7.0,13.0,16.0,1991,0.118537385,30,6207,1,1183.0,1,0,0,1,0,1,0,1
827,7212,165,3.0,60.83357741206886,43.90689983639742,5.0,2.0,5.0,1961,0.020741326,24,5613,5,1340.0,2,5,0,1,0,1,0,1
828,16359,6,2.0,54.113837464777724,,9.0,3.0,17.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
829,5594,23,3.0,105.47925641023848,,1.0,16.0,25.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
830,2958,163,2.0,40.271235317808795,29.68192961222222,5.0,5.0,5.0,1964,0.007658515,35,7077,56,2301.0,3,19,0,1,0,1,0,1
831,9530,190,3.0,58.70933479490606,37.330242630979335,6.0,5.0,9.0,1964,0.0,30,7538,87,4702.0,5,5,0,1,0,1,0,1
832,12673,27,1.0,47.54733001493102,21.086232389618054,1.0,1.0,1.0,2014,0.017647053,2,469,0,,0,0,0,1,0,1,0,1
833,7613,193,3.0,74.16073010305314,50.494993951246606,8.0,5.0,5.0,1960,0.319809354,25,4756,16,2857.0,5,8,0,1,0,1,0,1
834,16345,21,3.0,61.83379059254563,47.09968690694413,5.0,5.0,5.0,1964,0.194489265,47,8004,3,125.0,3,5,0,1,0,1,0,1
835,6649,27,1.0,33.29952690961365,20.742431449323014,6.0,3.0,3.0,1963,0.07542368,11,3097,0,,0,0,0,1,0,1,0,1
836,2817,58,2.0,51.99379978491047,30.902830130537676,6.0,8.0,9.0,1968,0.31019913,11,2748,1,,0,0,0,1,0,1,0,1
837,14261,174,3.0,65.81275713805945,48.98872572344492,6.0,5.0,7.0,1935,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1
838,5998,19,1.0,32.73619593288002,21.086196422986344,5.0,5.0,5.0,1965,0.309479124,35,7715,4,990.0,0,6,0,1,0,1,0,1
839,9925,62,1.0,42.805164205279326,,0.0,0.0,0.0,1977,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
840,12022,101,3.0,91.65305336140956,50.809417632167474,16.0,4.0,5.0,1967,0.225824954,41,6558,7,1548.0,3,2,1,0,0,1,0,1
841,6881,23,3.0,74.72235535336034,74.46996459936197,0.0,12.0,17.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
842,11719,124,2.0,58.50534766277417,31.428490768288032,7.0,9.0,10.0,1958,0.16909109,19,3856,10,,2,5,0,1,0,1,0,1
843,499,48,3.0,86.7302896327211,,15.0,24.0,25.0,2014,0.041124634,46,9515,5,,1,10,0,1,0,1,0,1
844,2748,143,3.0,46.388202687586364,29.71600663935863,5.0,3.0,5.0,1962,0.049863387,18,3746,9,75.0,3,1,0,1,0,1,0,1
845,13998,12,1.0,34.72744396438949,18.817811041561125,5.0,2.0,9.0,1983,0.090799103,74,19083,2,,5,15,0,1,0,1,0,1
846,12439,61,1.0,36.21850767662523,20.69099444873348,6.0,4.0,9.0,1976,0.300322518,52,10311,6,,1,9,0,1,0,1,0,1
847,11828,27,1.0,52.539365349738496,,0.0,0.0,0.0,1977,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
848,3569,3,1.0,55.964925244153775,22.27949610047034,14.0,4.0,22.0,2015,0.050900058,43,10621,1,30.0,2,3,0,1,0,1,0,1
849,15152,9,1.0,45.82277867962326,,1.0,14.0,18.0,1977,0.161531741,25,5648,1,30.0,2,4,0,1,0,1,0,1
850,2470,6,1.0,43.31202468241167,1.4044931508597245,1.0,11.0,17.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
851,5761,9,1.0,39.381437263794176,21.176848270071662,8.0,3.0,17.0,1992,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
852,9006,9,2.0,54.561843257702996,31.64677595531289,8.0,10.0,14.0,1990,0.161531741,25,5648,1,30.0,2,4,0,1,0,1,0,1
853,12387,9,3.0,73.94854057491446,47.445446151955615,10.0,14.0,19.0,1994,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
854,970,129,2.0,48.60721742620991,32.92446069365308,6.0,8.0,9.0,1969,0.020741326,24,5613,5,1340.0,2,5,0,1,0,1,0,1
855,8106,6,1.0,38.23733764048282,,1.0,10.0,17.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
856,4472,23,2.0,61.148196836474526,60.62120813644118,0.0,4.0,25.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
857,11638,27,2.0,63.90599475510599,60.18375831718718,1.0,1.0,1.0,1977,0.017647053,2,469,0,,0,0,0,1,0,1,0,1
858,6974,156,2.0,56.781546222877,32.89410131879145,9.0,14.0,17.0,2006,0.007658515,35,7077,56,2301.0,3,19,0,1,0,1,0,1
859,4292,11,2.0,47.297187766898574,32.180327839811746,6.0,6.0,9.0,1972,0.00016967599999999998,36,5992,0,,1,1,0,1,0,1,0,1
860,5487,94,3.0,51.35493429932828,36.538453299507616,5.0,1.0,9.0,1973,0.127375905,43,8429,3,,3,9,0,1,0,1,0,1
861,15131,27,2.0,60.299356292946065,,0.0,0.0,0.0,1977,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
862,14539,27,1.0,41.29087040477817,,1.0,1.0,1.0,1977,0.211401214,9,1892,0,,0,1,0,1,0,1,0,1
863,12060,74,1.0,53.036290511423985,24.20011552507672,13.0,13.0,17.0,2015,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
864,9447,48,3.0,83.67255865411387,79.33733564369172,1.0,5.0,12.0,2016,0.041124634,46,9515,5,,1,10,0,1,0,1,0,1
865,2304,94,1.0,35.562393798612455,17.52672637150672,7.0,8.0,9.0,1972,0.282797669,33,8667,2,,0,6,0,1,0,1,0,1
866,4208,129,3.0,82.00237407796449,57.361241821599094,8.0,7.0,8.0,1959,0.020741326,24,5613,5,1340.0,2,5,0,1,0,1,0,1
867,7414,9,2.0,50.03080842520018,31.24339425872816,8.0,14.0,14.0,1996,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
868,11723,62,1.0,46.77168334882369,,1.0,7.0,17.0,1977,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
869,14138,27,2.0,54.71951549844467,,1.0,7.0,7.0,1977,0.011654127,4,915,0,,0,0,0,1,0,1,0,1
870,1300,23,1.0,28.827565177810122,28.44431512593368,10.0,8.0,17.0,2016,0.034656082000000005,0,168,0,,0,0,0,1,0,1,0,1
871,13294,25,3.0,86.88267298393788,,1.0,6.0,25.0,2016,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
872,10225,77,1.0,39.351944918284545,21.248934505404232,6.0,12.0,12.0,1977,6.99893e-05,46,10309,1,240.0,1,16,0,1,0,1,0,1
873,8399,10,1.0,33.95469479297161,19.488213783237647,6.0,3.0,9.0,1972,0.089039719,33,7976,5,,0,11,0,1,0,1,0,1
874,10300,6,2.0,61.4348462186637,,1.0,16.0,25.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
875,13574,48,2.0,45.38146665910226,30.992105745348862,6.0,8.0,9.0,1979,0.041124634,46,9515,5,,1,10,0,1,0,1,0,1
876,11097,62,2.0,51.85320375155798,31.814427805679564,7.0,12.0,12.0,1973,0.002211665,39,7614,3,,1,5,0,1,0,1,1,0
877,5186,31,3.0,62.92176237684942,45.122734820154534,6.0,9.0,9.0,1977,0.151346216,32,5889,10,830.0,4,1,0,1,1,0,0,1
878,16562,6,1.0,49.073548477647364,,1.0,14.0,17.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
879,7569,60,3.0,59.462450951383026,42.27622389067263,8.0,8.0,12.0,1974,0.21843974,21,4472,6,1450.0,4,7,0,1,0,1,1,0
880,1087,47,1.0,44.650885916614726,23.416745286906465,8.0,12.0,12.0,1978,0.101872465,23,4583,3,,3,3,0,1,0,1,0,1
881,10461,125,2.0,47.19406379003679,33.17113676273799,5.0,3.0,5.0,1965,0.040242764,25,3478,11,2729.0,3,1,0,1,0,1,0,1
882,1250,53,2.0,56.29082545629714,5.142822023945888,1.0,2.0,19.0,1977,0.049637257,34,7759,0,229.0,1,3,0,1,0,1,0,1
883,9744,1,1.0,46.9466686263184,44.31221796441481,1.0,18.0,24.0,1977,0.007122317,1,264,0,,0,1,0,1,0,1,0,1
884,3915,29,3.0,85.43897814984159,56.91634572306128,7.0,5.0,5.0,1956,0.069660344,31,6119,4,,1,2,0,1,0,1,0,1
885,16323,6,3.0,79.57665010385006,,1.0,13.0,17.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
886,910,61,2.0,50.01610259628811,32.419795176951034,6.0,8.0,12.0,1979,0.300322518,52,10311,6,,1,9,0,1,0,1,0,1
887,2480,114,3.0,59.70955152141119,38.224772070582034,6.0,12.0,12.0,1967,0.327018035,12,2270,23,2500.0,1,0,0,1,0,1,0,1
888,12154,39,1.0,35.77113271370717,20.070195955563914,9.0,9.0,12.0,1970,0.428825818,25,5011,8,730.0,0,2,0,1,0,1,0,1
889,3429,27,1.0,47.020679516821616,,0.0,0.0,0.0,1977,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
890,6871,23,2.0,61.39513444660467,,1.0,17.0,25.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
891,7709,13,1.0,37.9324232247431,17.918919206210592,9.0,15.0,17.0,1998,0.090799103,74,19083,2,,5,15,0,1,0,1,0,1
892,9500,84,2.0,37.60785252159457,28.432322512613105,5.0,3.0,8.0,1961,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1
893,2178,62,2.0,72.28198239728023,,0.0,4.0,15.0,1977,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
894,13816,96,1.0,45.462659721862565,24.808119847432774,8.0,9.0,12.0,2000,0.041116354,53,14892,4,,1,4,0,1,0,1,0,1
895,4784,10,2.0,44.53744011159685,32.10327356738191,5.0,8.0,9.0,1971,0.282797669,33,8667,2,,0,6,0,1,0,1,0,1
896,6036,95,1.0,46.24823787591102,,0.0,0.0,0.0,1977,0.0006991189999999999,14,3369,24,4129.0,0,3,0,1,0,1,0,1
897,3383,9,2.0,68.32894614956378,,1.0,1.0,1.0,1977,0.161531741,25,5648,1,30.0,2,4,0,1,0,1,0,1
898,13243,75,3.0,79.83309478740699,52.17691975349735,8.0,4.0,5.0,1959,0.122090347,29,6566,7,1894.0,4,0,0,1,0,1,0,1
899,2236,62,1.0,40.26443047872331,,1.0,1.0,1.0,2017,0.072157581,2,629,1,,0,0,0,1,0,1,1,0
900,8940,34,1.0,26.81158694081977,,0.0,0.0,0.0,1977,0.069753361,53,13670,4,,1,11,0,1,0,1,0,1
901,16173,9,1.0,37.261263645594,21.643316596407715,9.0,2.0,22.0,1990,0.136244425,11,2370,0,,0,1,0,1,0,1,0,1
902,10349,23,2.0,60.64919187044346,,1.0,5.0,17.0,1977,0.075778755,6,1437,3,,0,2,0,1,0,1,0,1
903,13925,54,3.0,60.22988454347867,42.815291243244666,5.0,2.0,5.0,1967,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1
904,15409,128,2.0,65.71878455533172,,1.0,3.0,3.0,1977,0.0,27,4798,0,30.0,2,8,0,1,0,1,0,1
905,4920,46,1.0,34.112531189113106,21.899437928634214,6.0,7.0,9.0,1967,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1
906,7245,119,1.0,36.64329210489445,23.902303041680923,5.0,5.0,5.0,1965,0.000995363,42,7651,1,,1,5,0,1,0,1,0,1
907,9353,69,2.0,101.34850608990361,53.86758913554361,14.0,12.0,12.0,2010,0.000991363,33,6783,3,,1,9,0,1,0,1,0,1
908,6686,47,1.0,41.801563341900724,24.95910884244833,8.0,3.0,12.0,1980,0.101872465,23,4583,3,,3,3,0,1,0,1,0,1
909,13849,177,2.0,50.081207228697004,32.894456689013445,5.0,5.0,5.0,1965,0.195781053,23,5212,6,,3,2,0,1,0,1,0,1
910,6751,172,2.0,56.172364228122646,28.38421312184621,7.0,6.0,6.0,1914,0.0,7,1660,39,1786.0,1,5,0,1,0,1,0,1
911,1644,6,1.0,39.147137964327854,38.47312498084516,1.0,17.0,17.0,2017,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
912,9881,11,2.0,34.71324866839809,22.069087111659552,6.0,5.0,9.0,1976,0.00016967599999999998,36,5992,0,,1,1,0,1,0,1,0,1
913,14445,48,2.0,61.10000610264455,33.868024710815405,10.0,15.0,16.0,1981,0.041124634,46,9515,5,,1,10,0,1,0,1,0,1
914,10402,85,3.0,62.0853061796105,46.337567652693345,6.0,9.0,9.0,1979,0.037177818,52,11217,1,2300.0,1,7,0,1,0,1,0,1
915,14344,30,2.0,63.81684431707786,,1.0,10.0,17.0,1977,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1
916,8782,27,1.0,40.3003486627758,,1.0,11.0,22.0,1977,0.211401214,9,1892,0,,0,1,0,1,0,1,0,1
917,8471,20,3.0,75.61106465625633,47.49462144277383,8.0,9.0,9.0,1976,0.019508796,37,7687,11,176.0,5,5,0,1,0,1,0,1
918,2530,53,2.0,64.23307163197971,47.40543953690833,13.0,13.0,24.0,2020,0.049637257,34,7759,0,229.0,1,3,0,1,0,1,0,1
919,5591,61,3.0,78.68866044162267,49.37748143732831,10.0,15.0,16.0,1980,0.300322518,52,10311,6,,1,9,0,1,0,1,0,1
920,472,7,3.0,75.97064591830237,46.74623746776115,9.0,7.0,16.0,2012,0.130617806,39,10418,9,900.0,1,9,0,1,0,1,0,1
921,599,46,1.0,32.16739965563489,18.353274814278127,6.0,3.0,9.0,1968,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1
922,15390,121,2.0,59.691137881572864,35.753576539456866,7.0,5.0,5.0,1961,0.212515361,19,3293,16,628.0,3,7,0,1,0,1,0,1
923,5143,56,3.0,68.9866023939646,43.956551118252115,8.0,7.0,12.0,1981,0.035145267,42,9292,3,2620.0,0,3,0,1,0,1,0,1
924,11875,6,2.0,65.07005243490565,,0.0,0.0,0.0,1977,0.243204519,5,1564,0,540.0,0,0,0,1,0,1,0,1
925,1386,23,2.0,57.30951201585512,,1.0,2.0,2.0,1977,0.005767451,1,388,0,,0,0,0,1,0,1,0,1
926,13519,113,2.0,36.67512315102371,22.4359641581192,6.0,7.0,9.0,1967,0.307466659,30,5048,9,325.0,2,5,0,1,1,0,0,1
927,9728,83,1.0,34.703302009364684,22.120462930151305,6.0,12.0,12.0,1974,0.0077202819999999985,38,4788,2,,0,4,0,1,0,1,0,1
928,14575,67,2.0,46.350558045736506,31.191641914119945,6.0,6.0,9.0,1974,0.100455735,43,7227,0,,1,6,0,1,0,1,1,0
929,1827,27,1.0,38.03778973180624,,0.0,0.0,0.0,1977,0.011654127,4,915,0,,0,0,0,1,0,1,0,1
930,12277,17,3.0,84.4400321906554,58.90262526144552,8.0,8.0,8.0,1958,0.0,25,5027,4,46.0,1,1,0,1,0,1,0,1
931,15532,99,1.0,36.99886913653765,23.075780892656013,9.0,11.0,14.0,1976,0.033493708,66,10573,1,1322.0,3,8,0,1,0,1,0,1
932,9383,24,2.0,88.40729652418949,,0.0,0.0,0.0,1977,0.111627393,50,12238,8,1970.0,2,3,0,1,0,1,0,1
