,DistrictId,Rooms,Square,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
1058,6,2.0,56.47067164252781,8.0,9.0,17.0,2012,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1059,12,2.0,60.12354246130022,10.0,11.0,16.0,1981,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
1060,115,2.0,40.86422193880761,7.0,9.0,9.0,1962,1.8e-09,16,3681,73,2,5,0,1,0,1,0,1
1061,88,1.0,43.01491536482679,8.0,10.0,12.0,1980,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
1062,99,2.0,49.28133275379737,5.0,2.0,5.0,1968,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
1063,124,2.0,46.04952575643544,5.0,5.0,5.0,1967,0.122090347,29,6566,7,4,0,0,1,0,1,0,1
1064,62,1.0,47.10071876527501,2014.0,1.0,1.0,2014,0.072157581,2,629,1,0,0,0,1,0,1,1,0
1066,52,1.0,39.78901572727424,9.0,8.0,22.0,1991,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
1068,167,3.0,55.629329540676316,5.0,5.0,5.0,1960,0.050272014,21,4231,14,0,3,0,1,0,1,0,1
1069,177,3.0,76.58563609273851,10.0,17.0,17.0,1990,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
1070,63,1.0,42.974098468655654,8.0,9.0,16.0,1984,0.23861713,26,3889,6,3,6,0,1,0,1,0,1
1071,61,1.0,42.63631429235572,9.0,14.0,16.0,1983,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
1072,9,1.0,38.533588760648975,10.0,8.0,16.0,1998,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1073,130,2.0,43.84668064506633,4.0,9.0,9.0,1968,0.21843974,21,4472,6,4,7,0,1,0,1,1,0
1075,9,1.0,43.70628862908537,8.0,5.0,14.0,1990,0.136244425,11,2370,0,0,1,0,1,0,1,0,1
1076,144,2.0,46.56795567971776,8.0,14.0,14.0,1987,0.306977489,27,5148,14,5,7,0,1,0,1,0,1
1077,27,1.0,40.08104191976457,37.0,18.0,19.0,2019,0.211401214,9,1892,0,0,1,0,1,0,1,0,1
1078,123,3.0,59.61568774811072,5.0,4.0,9.0,1967,0.0,47,11319,0,3,5,0,1,0,1,0,1
1079,126,1.0,36.746062674797415,6.0,3.0,12.0,1978,0.333891544,30,6564,1,0,0,0,1,0,1,0,1
1080,99,2.0,49.1602154964565,5.0,2.0,5.0,1970,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
1082,30,2.0,54.262849223983906,1.0,2.0,2.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
1083,55,2.0,58.1724727701076,9.0,11.0,17.0,2000,0.041365446,31,5569,0,1,4,0,1,0,1,0,1
1084,44,1.0,38.44138160729067,9.0,11.0,12.0,1972,0.036122292,24,4378,0,1,1,0,1,0,1,0,1
1085,52,2.0,67.82456313722916,1.0,5.0,17.0,2018,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
1086,37,1.0,39.74077764856535,9.0,6.0,16.0,1987,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1
1089,82,3.0,77.81182278698707,5.0,5.0,5.0,1935,0.037316452,32,6748,93,4,10,0,1,0,1,0,1
1090,94,1.0,32.68392945690395,5.0,6.0,9.0,1976,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
1091,18,1.0,38.18133244794481,8.0,6.0,17.0,1999,0.0,30,5562,0,0,5,0,1,0,1,1,0
1092,37,3.0,64.32389779677095,8.0,7.0,12.0,1987,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1
1093,100,1.0,37.75238618728905,9.0,11.0,12.0,1972,0.200146802,23,3975,8,2,0,0,1,0,1,0,1
1094,6,1.0,41.77544923319845,7.0,11.0,17.0,2014,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1095,85,1.0,44.53769907299984,10.0,20.0,22.0,1987,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
1096,101,2.0,42.36942789943849,6.0,4.0,12.0,1972,0.225824954,41,6558,7,3,2,1,0,0,1,0,1
1097,58,1.0,40.73825762685349,8.0,12.0,14.0,1996,0.14890389099999998,9,1952,1,3,2,0,1,0,1,0,1
1098,57,3.0,63.77009726307618,8.0,5.0,12.0,1982,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
1099,21,2.0,42.04398818843896,5.0,5.0,5.0,1960,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
1100,183,3.0,75.95975594334428,9.0,5.0,5.0,1959,0.037316452,32,6748,93,4,10,0,1,0,1,0,1
1101,90,1.0,49.327911801667106,12.0,15.0,23.0,2008,0.246031548,22,3151,4,3,3,0,1,1,0,0,1
1102,45,1.0,42.11598278752426,1.0,4.0,17.0,1977,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
1103,10,2.0,44.898877916751324,5.0,14.0,14.0,1971,0.089039719,33,7976,5,0,11,0,1,0,1,0,1
1105,41,2.0,55.32194168572823,8.0,8.0,12.0,1983,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1
1106,44,2.0,44.895299395741645,6.0,10.0,14.0,1970,0.232205084,24,4860,1,0,3,0,1,0,1,0,1
1108,34,2.0,61.76232210715219,1.0,14.0,14.0,2018,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1109,31,2.0,45.1101224416816,6.0,5.0,9.0,1970,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
1110,29,3.0,58.86100646631228,5.0,5.0,5.0,1964,0.086885265,10,2277,2,0,0,0,1,0,1,0,1
1111,31,1.0,35.461751545834545,6.0,2.0,5.0,1961,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
1112,30,2.0,56.14870374452897,1.0,17.0,17.0,2016,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
1113,11,4.0,75.27604564077134,6.0,3.0,5.0,1957,0.225824954,41,6558,7,3,2,1,0,0,1,0,1
1114,61,3.0,70.33290730807654,10.0,4.0,12.0,1981,0.232205084,24,4860,1,0,3,0,1,0,1,0,1
1115,27,1.0,49.16659298444193,1.0,16.0,16.0,2016,0.017647053,2,469,0,0,0,0,1,0,1,0,1
1116,18,2.0,51.79650990871909,9.0,4.0,15.0,2000,0.0,30,5562,0,0,5,0,1,0,1,1,0
1117,17,3.0,57.818706439331436,5.0,5.0,5.0,1962,0.0,18,3374,5,1,2,0,1,0,1,0,1
1118,31,1.0,38.234364544507706,8.0,3.0,3.0,1977,0.0,23,3684,2,0,4,0,1,0,1,0,1
1120,123,3.0,88.8814500062694,11.0,7.0,14.0,2003,0.0,47,11319,0,3,5,0,1,0,1,0,1
1121,29,1.0,34.75773665897939,5.0,7.0,9.0,1966,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
1122,27,2.0,57.381382674373405,9.0,3.0,17.0,2015,0.011654127,4,915,0,0,0,0,1,0,1,0,1
1123,27,1.0,41.968804829468326,1.0,16.0,17.0,2015,0.011654127,4,915,0,0,0,0,1,0,1,0,1
1125,37,2.0,53.8245092336167,8.0,9.0,17.0,1988,0.127811589,28,7287,5,1,3,0,1,0,1,0,1
1127,45,2.0,62.45284743296249,1.0,1.0,1.0,2015,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
1128,24,3.0,68.1900843799735,9.0,3.0,16.0,1987,0.111627393,50,12238,8,2,3,0,1,0,1,0,1
1129,61,1.0,36.37119217867792,6.0,6.0,9.0,1981,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
1130,34,3.0,81.70271034369097,10.0,6.0,20.0,2017,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1131,53,2.0,52.30104910530041,8.0,4.0,12.0,1975,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
1134,69,3.0,77.68174054618294,10.0,3.0,17.0,1986,0.000991363,33,6783,3,1,9,0,1,0,1,0,1
1135,27,1.0,69.13558333810221,1.0,1.0,1.0,1977,0.011654127,4,915,0,0,0,0,1,0,1,0,1
1136,34,2.0,53.0772330356639,1.0,10.0,17.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1137,13,3.0,87.97549869994516,8.0,9.0,14.0,1999,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
1138,23,2.0,56.2409836037812,10.0,4.0,20.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1
1139,53,2.0,57.45063291499593,8.0,9.0,12.0,1981,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
1140,119,2.0,45.33864312300045,6.0,10.0,12.0,1984,0.000995363,42,7651,1,1,5,0,1,0,1,0,1
1141,10,3.0,66.65370919944831,5.0,10.0,15.0,2012,0.089039719,33,7976,5,0,11,0,1,0,1,0,1
1142,7,2.0,54.002220757242135,8.0,11.0,17.0,1999,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
1143,90,1.0,32.88153424837038,5.0,8.0,9.0,1967,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
1144,99,2.0,34.57375426569677,6.0,5.0,12.0,1973,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
1145,160,4.0,79.41518367450388,8.0,5.0,14.0,1987,0.0,39,8647,0,0,5,0,1,0,1,0,1
1146,27,1.0,45.89751151443007,0.0,1.0,1.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0
1147,44,3.0,77.63018249178108,9.0,13.0,24.0,2007,0.232205084,24,4860,1,0,3,0,1,0,1,0,1
1148,23,1.0,33.555591204299716,1.0,5.0,9.0,2014,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1
1149,85,2.0,56.265259085173604,9.0,10.0,16.0,1979,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
1151,66,2.0,45.05356772641971,5.0,2.0,5.0,1959,0.161975568,31,7010,5,3,7,0,1,1,0,0,1
1152,6,1.0,41.31041554835416,9.0,17.0,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1153,42,1.0,43.60370766143065,10.0,12.0,24.0,2010,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
1154,27,2.0,64.29331306081552,14.0,1.0,1.0,1977,0.01405792,1,290,0,0,0,0,1,0,1,0,1
1156,19,2.0,46.5234746837881,5.0,3.0,5.0,1967,0.309479124,35,7715,4,0,6,0,1,0,1,0,1
1157,27,1.0,45.49032348552089,12.0,5.0,22.0,1977,0.017647053,2,469,0,0,0,0,1,0,1,0,1
1159,23,2.0,78.41808370933505,1.0,4.0,4.0,1977,0.014072961,2,475,0,0,0,0,1,0,1,0,1
1160,2,3.0,62.8090023365077,5.0,5.0,5.0,1968,0.309479124,35,7715,4,0,6,0,1,0,1,0,1
1161,42,1.0,41.98620662447699,7.0,17.0,17.0,2008,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
1162,23,2.0,54.491795980445715,1.0,5.0,15.0,2018,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1
1165,10,3.0,54.582088339223844,6.0,4.0,9.0,1985,0.089039719,33,7976,5,0,11,0,1,0,1,0,1
1166,25,1.0,46.19706786245679,10.0,20.0,25.0,2018,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1167,46,3.0,85.54256040854709,11.0,11.0,17.0,2008,0.188783766,31,6137,4,0,1,0,1,0,1,0,1
1169,6,1.0,38.818170177959544,1.0,17.0,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1171,103,3.0,65.84594972571115,9.0,9.0,12.0,1965,0.014423114,19,3806,4,0,3,0,1,0,1,0,1
1172,6,1.0,47.00408221167844,1.0,5.0,25.0,2013,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1173,67,2.0,48.426216762076976,5.0,3.0,9.0,1978,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
1174,103,2.0,67.45183231244323,12.0,10.0,17.0,2010,0.0006991189999999999,14,3369,24,0,3,0,1,0,1,0,1
1175,9,1.0,72.03539570333537,1.0,1.0,1.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
1177,84,2.0,50.771801282722215,5.0,5.0,5.0,1972,0.14966637300000002,22,4789,2,4,1,0,1,0,1,0,1
1178,79,1.0,34.172428815375646,5.0,4.0,5.0,1968,0.307466659,30,5048,9,2,5,0,1,1,0,0,1
1179,28,3.0,67.12498251002881,7.0,7.0,16.0,1987,0.118537385,30,6207,1,1,0,0,1,0,1,0,1
1180,32,1.0,40.540059060664404,10.0,9.0,22.0,2003,0.135649789,46,7960,6,3,11,0,1,0,1,0,1
1181,105,1.0,31.398961205223962,6.0,9.0,9.0,1966,0.040242764,25,3478,11,3,1,0,1,0,1,0,1
1182,47,1.0,36.47595929510161,6.0,2.0,12.0,1977,0.101872465,23,4583,3,3,3,0,1,0,1,0,1
1185,1,2.0,63.121323850635655,1.0,24.0,24.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
1186,27,1.0,62.9738546012066,19.0,4.0,6.0,1977,0.07542368,11,3097,0,0,0,0,1,0,1,0,1
1187,6,2.0,64.59832536139413,1.0,15.0,17.0,2014,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1188,0,1.0,36.15871692030126,5.0,2.0,5.0,1963,0.319809354,25,4756,16,5,8,0,1,0,1,0,1
1190,62,1.0,36.73913333147175,5.0,4.0,5.0,1974,0.386771659,5,1135,0,0,0,0,1,0,1,1,0
1192,28,3.0,72.65170960952068,7.0,4.0,4.0,1950,0.118537385,30,6207,1,1,0,0,1,0,1,0,1
1193,7,3.0,64.93060141261485,8.0,7.0,9.0,1977,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
1194,5,1.0,35.55006466028732,7.0,2.0,14.0,1977,0.150817539,16,3433,4,4,5,0,1,0,1,0,1
1195,56,1.0,38.9552431754004,10.0,5.0,20.0,1999,0.0,23,5067,4,2,6,0,1,0,1,0,1
1197,122,1.0,40.57618120056251,8.0,10.0,10.0,1996,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
1199,145,1.0,39.552092407610495,8.0,17.0,17.0,1996,0.246031548,22,3151,4,3,3,0,1,1,0,0,1
1200,2,2.0,47.35063514390068,5.0,1.0,5.0,1965,0.0,33,7425,1,2,5,0,1,0,1,0,1
1202,94,2.0,48.01704301525418,8.0,9.0,14.0,1973,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
1207,34,2.0,66.31067155756256,11.0,23.0,25.0,2017,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1208,133,2.0,48.599587275544465,6.0,5.0,9.0,1967,0.042307271,17,2810,9,3,6,0,1,0,1,0,1
1210,208,2.0,54.60029477921247,8.0,9.0,9.0,1957,0.081943463,20,2738,20,1,4,0,1,0,1,0,1
1211,83,2.0,46.57875549688517,6.0,6.0,9.0,1976,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
1214,6,1.0,47.80494592552394,1.0,6.0,25.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1215,53,2.0,58.89668606639263,1.0,18.0,19.0,2014,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
1216,52,1.0,43.14517943489759,9.0,13.0,17.0,1977,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
1217,6,2.0,66.75567200074258,12.0,3.0,17.0,2015,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1218,46,2.0,45.36238517238039,5.0,3.0,5.0,1968,0.0,47,11319,0,3,5,0,1,0,1,0,1
1219,11,2.0,46.071367971059246,6.0,5.0,9.0,1972,0.00016967599999999998,36,5992,0,1,1,0,1,0,1,0,1
1221,37,1.0,36.509500021338454,6.0,4.0,9.0,1984,0.127811589,28,7287,5,1,3,0,1,0,1,0,1
1222,119,1.0,54.38917741699,11.0,8.0,14.0,2006,0.000995363,42,7651,1,1,5,0,1,0,1,0,1
1223,9,4.0,99.80587992791493,8.0,5.0,14.0,1992,0.136244425,11,2370,0,0,1,0,1,0,1,0,1
1224,47,2.0,48.71088987629831,5.0,1.0,5.0,1965,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
1226,129,2.0,42.29310160141074,5.0,5.0,5.0,1963,0.020741326,24,5613,5,2,5,0,1,0,1,0,1
1227,39,2.0,51.44941498427259,6.0,9.0,12.0,1977,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
1228,21,3.0,55.573063633647884,5.0,5.0,5.0,1963,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
1229,13,4.0,109.02254372224877,10.0,22.0,22.0,2002,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
1230,111,4.0,98.30504001612387,14.0,3.0,17.0,2003,0.135649789,46,7960,6,3,11,0,1,0,1,0,1
1231,34,3.0,83.12287687600181,10.0,22.0,22.0,2017,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1232,21,3.0,62.791833221501314,6.0,1.0,9.0,1969,0.194489265,47,8004,3,3,5,0,1,0,1,0,1
1233,31,3.0,79.86657663399278,9.0,7.0,17.0,1999,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
1234,6,3.0,81.51683272372242,12.0,1.0,1.0,2017,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1235,69,4.0,98.97916584162004,10.0,2.0,16.0,1977,0.000991363,33,6783,3,1,9,0,1,0,1,0,1
1237,96,4.0,99.26342671179658,9.0,11.0,22.0,1995,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
1238,94,2.0,57.208711024741994,9.0,17.0,17.0,1983,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
1240,67,1.0,43.97683229818731,8.0,7.0,14.0,1995,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
1241,61,2.0,47.616702257961975,6.0,12.0,12.0,1979,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
1242,1,2.0,67.20062837509974,0.0,17.0,24.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
1243,3,2.0,68.89210112783995,9.0,7.0,15.0,2014,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
1244,55,1.0,37.93810050364024,7.0,4.0,9.0,1974,0.012338886,35,5776,1,2,4,0,1,0,1,0,1
1245,101,2.0,57.15908439834719,5.0,12.0,14.0,2003,0.038692987000000005,28,6533,1,2,5,0,1,0,1,0,1
1247,171,2.0,47.87576116523475,6.0,5.0,12.0,1969,0.019508796,37,7687,11,5,5,0,1,0,1,0,1
1248,93,2.0,59.206599272691435,9.0,13.0,24.0,2015,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
1249,57,1.0,39.32160111855229,1.0,15.0,17.0,2007,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
1250,176,2.0,55.49290532147916,8.0,13.0,16.0,1981,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
1251,57,1.0,39.94789319110431,8.0,17.0,17.0,2002,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
1252,22,2.0,40.26364219660637,7.0,2.0,9.0,1966,0.000995363,42,7651,1,1,5,0,1,0,1,0,1
1253,47,2.0,45.323488777600964,6.0,5.0,9.0,1972,0.298204575,16,4048,3,1,3,0,1,0,1,0,1
1254,173,2.0,54.22782502608526,8.0,4.0,8.0,1954,0.081943463,20,2738,20,1,4,0,1,0,1,0,1
1255,25,2.0,64.2216569095234,10.0,17.0,17.0,1993,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1257,63,3.0,77.36932002757626,11.0,6.0,18.0,2010,0.23861713,26,3889,6,3,6,0,1,0,1,0,1
1259,27,3.0,79.33197334395804,10.0,10.0,12.0,2004,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
1260,32,3.0,70.7837818113146,7.0,12.0,12.0,1974,0.135649789,46,7960,6,3,11,0,1,0,1,0,1
1261,8,1.0,42.48928566774824,7.0,10.0,14.0,2011,0.092290642,21,4346,2,1,2,0,1,0,1,0,1
1262,2,3.0,76.4609928990224,10.0,4.0,7.0,1952,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
1263,58,1.0,42.28053905652694,8.0,7.0,12.0,1982,0.14890389099999998,9,1952,1,3,2,0,1,0,1,0,1
1264,139,2.0,59.864448918148156,8.0,3.0,14.0,2005,0.122090347,29,6566,7,4,0,0,1,0,1,0,1
1265,23,1.0,41.36009509810035,1.0,9.0,17.0,2018,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1
1266,25,1.0,39.61178038362291,8.0,7.0,14.0,1992,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
1267,95,1.0,37.452226176022066,6.0,2.0,9.0,1977,0.341071945,27,5664,48,3,11,0,1,0,1,0,1
1269,27,1.0,35.25234116550714,1.0,14.0,25.0,2016,0.072157581,2,629,1,0,0,0,1,0,1,1,0
1270,85,3.0,63.14411442252285,6.0,2.0,9.0,1981,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
1272,27,2.0,42.848301557777894,1.0,1.0,1.0,2014,0.072157581,2,629,1,0,0,0,1,0,1,1,0
1274,32,2.0,47.25960319440146,6.0,6.0,9.0,1971,0.135649789,46,7960,6,3,11,0,1,0,1,0,1
1275,44,3.0,64.8824783167307,8.0,8.0,9.0,1975,0.036122292,24,4378,0,1,1,0,1,0,1,0,1
1276,94,2.0,53.196422610763534,8.0,10.0,17.0,2000,0.521867054,25,6149,0,0,0,0,1,0,1,0,1
1277,75,2.0,56.27402263869407,8.0,3.0,5.0,1960,0.122090347,29,6566,7,4,0,0,1,0,1,0,1
1280,3,2.0,55.32460361383521,8.0,10.0,17.0,1986,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
1281,144,1.0,30.05508858982433,5.0,5.0,5.0,1974,0.306977489,27,5148,14,5,7,0,1,0,1,0,1
1282,122,2.0,52.64409938099378,8.0,5.0,10.0,1994,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
1283,21,2.0,43.18394507438107,5.0,7.0,12.0,1970,0.194489265,47,8004,3,3,5,0,1,0,1,0,1
1284,47,1.0,41.28269557891725,8.0,3.0,25.0,2009,0.101872465,23,4583,3,3,3,0,1,0,1,0,1
1285,58,2.0,66.54593112105918,1.0,3.0,17.0,2015,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
1286,6,2.0,62.16309654105238,1.0,1.0,1.0,2014,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1287,23,1.0,40.426156893049615,7.0,17.0,17.0,2013,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
1288,26,1.0,49.99225751958418,11.0,6.0,30.0,2010,0.0,36,6714,2,0,2,0,1,0,1,0,1
1289,27,3.0,86.4411813996759,1.0,1.0,1.0,1977,0.017647053,2,469,0,0,0,0,1,0,1,0,1
1290,12,2.0,54.620382766166756,8.0,14.0,17.0,1993,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
1291,5,2.0,52.66624947987234,7.0,16.0,22.0,1985,0.150817539,16,3433,4,4,5,0,1,0,1,0,1
1292,70,3.0,72.74561437112334,8.0,18.0,22.0,1982,0.002211665,39,7614,3,1,5,0,1,0,1,1,0
1293,27,1.0,34.838452512477566,8.0,5.0,12.0,1988,0.07542368,11,3097,0,0,0,0,1,0,1,0,1
1294,6,3.0,78.02652227724974,0.0,7.0,17.0,2016,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1296,83,4.0,101.45936385614094,9.0,16.0,22.0,1996,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
1297,94,1.0,35.636947992825725,9.0,11.0,16.0,1981,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
1298,10,1.0,33.818579113088305,7.0,3.0,9.0,1972,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
1300,27,3.0,73.58145570936557,12.0,17.0,17.0,2002,0.07542368,11,3097,0,0,0,0,1,0,1,0,1
1302,94,1.0,41.514366921075975,9.0,6.0,16.0,1977,0.521867054,25,6149,0,0,0,0,1,0,1,0,1
1303,6,1.0,44.9200491285726,1.0,4.0,25.0,2015,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1304,27,3.0,82.3937256137298,0.0,1.0,1.0,1977,0.017647053,2,469,0,0,0,0,1,0,1,0,1
1305,83,2.0,58.171871286993905,11.0,4.0,7.0,1998,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
1307,83,3.0,63.076607736179334,8.0,9.0,9.0,1977,0.100455735,43,7227,0,1,6,0,1,0,1,1,0
1308,66,3.0,69.3051380175008,9.0,12.0,14.0,1976,0.111627393,50,12238,8,2,3,0,1,0,1,0,1
1309,62,1.0,37.06961341016592,10.0,7.0,9.0,2017,0.072157581,2,629,1,0,0,0,1,0,1,1,0
1311,147,2.0,44.778547931835874,5.0,6.0,9.0,1966,0.319809354,25,4756,16,5,8,0,1,0,1,0,1
1313,53,2.0,46.52014868164095,5.0,7.0,9.0,1970,0.313924552,22,4625,11,2,10,0,1,0,1,0,1
1314,46,3.0,64.66065396006914,8.0,7.0,9.0,1976,0.0,47,11319,0,3,5,0,1,0,1,0,1
1315,96,2.0,52.91912749313504,8.0,17.0,17.0,1995,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
1316,27,1.0,4.633498405895908,1.0,1.0,1.0,1977,0.011654127,4,915,0,0,0,0,1,0,1,0,1
1317,53,3.0,76.89895073658577,10.0,13.0,16.0,1985,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
1318,6,1.0,65.20383767243936,1.0,13.0,17.0,2018,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
1319,23,2.0,52.48691114209408,9.0,3.0,17.0,2013,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
1320,74,2.0,79.8113575373521,1.0,1.0,1.0,2016,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
1321,30,1.0,40.43838771626209,1.0,15.0,17.0,2015,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
1322,52,3.0,85.79688502045296,0.0,15.0,17.0,1977,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
1326,23,1.0,27.98184829665367,8.0,13.0,15.0,2015,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1
1328,60,1.0,34.707908389342535,5.0,3.0,8.0,1960,0.21843974,21,4472,6,4,7,0,1,0,1,1,0
1329,55,2.0,54.267396709172594,9.0,17.0,17.0,1987,0.041365446,31,5569,0,1,4,0,1,0,1,0,1
1330,99,2.0,45.51222916190836,6.0,9.0,9.0,1972,0.012338886,35,5776,1,2,4,0,1,0,1,0,1
1332,57,2.0,46.70175335587197,5.0,3.0,5.0,1962,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
1333,26,1.0,36.42839231174798,9.0,17.0,17.0,1980,0.0,36,6714,2,0,2,0,1,0,1,0,1
1335,29,4.0,126.11454628276763,11.0,7.0,30.0,2012,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
1336,1,1.0,35.50892799801245,9.0,6.0,17.0,2009,0.025609157,33,5261,0,3,1,0,1,0,1,0,1
1338,52,1.0,41.834327134182274,7.0,8.0,17.0,2010,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
1339,69,1.0,38.839993636388094,8.0,12.0,17.0,1998,0.000991363,33,6783,3,1,9,0,1,0,1,0,1
1340,36,1.0,39.278735379112355,10.0,16.0,22.0,2012,0.08761909,8,1497,5,1,0,0,1,0,1,0,1
1341,150,2.0,45.42742249765149,5.0,5.0,9.0,1966,0.020741326,24,5613,5,2,5,0,1,0,1,0,1
1342,97,2.0,55.576261110437606,10.0,8.0,16.0,1982,0.306977489,27,5148,14,5,7,0,1,0,1,0,1
1343,8,2.0,43.39205337240857,4.0,3.0,5.0,1967,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
